tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
245,6/1/2016 00:22:48,6/1/2016 00:26:53,301,E 2 St & Avenue B,40.72217444,-73.98368779,312,Allen St & Stanton St,40.722055,-73.989111,16405,Subscriber,1978,2
2067,6/1/2016 00:22:49,6/1/2016 00:57:17,445,E 10 St & Avenue A,40.72740794,-73.98142006,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,15640,Subscriber,,0
408,6/1/2016 00:22:52,6/1/2016 00:29:40,3160,Central Park West & W 76 St,40.77896784,-73.97374737,422,W 59 St & 10 Ave,40.770513,-73.988038,23078,Subscriber,1980,1
172,6/1/2016 00:22:57,6/1/2016 00:25:49,280,E 10 St & 5 Ave,40.73331967,-73.99510132,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18682,Subscriber,1992,2
802,6/1/2016 00:23:26,6/1/2016 00:36:48,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,3092,Berry St & N 8 St,40.7190095,-73.95852515,22446,Subscriber,1987,2
1087,6/1/2016 00:23:34,6/1/2016 00:41:42,477,W 41 St & 8 Ave,40.75640548,-73.9900262,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15599,Subscriber,1992,2
1057,6/1/2016 00:23:54,6/1/2016 00:41:31,477,W 41 St & 8 Ave,40.75640548,-73.9900262,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15442,Subscriber,1992,1
269,6/1/2016 00:22:11,6/1/2016 00:26:40,128,MacDougal St & Prince St,40.72710258,-74.00297088,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,23745,Subscriber,1978,1
1538,6/1/2016 00:24:34,6/1/2016 00:50:12,493,W 45 St & 6 Ave,40.7568001,-73.98291153,307,Canal St & Rutgers St,40.71427487,-73.98990025,18191,Subscriber,1986,1
1343,6/1/2016 00:24:43,6/1/2016 00:47:07,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,147,Greenwich St & Warren St,40.71542197,-74.01121978,17628,Subscriber,1974,1
566,6/1/2016 00:20:41,6/1/2016 00:30:08,462,W 22 St & 10 Ave,40.74691959,-74.00451887,508,W 46 St & 11 Ave,40.76341379,-73.99667444,23715,Subscriber,1980,1
389,6/1/2016 00:19:21,6/1/2016 00:25:50,296,Division St & Bowery,40.71413089,-73.9970468,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17411,Subscriber,1983,1
614,6/1/2016 00:25:10,6/1/2016 00:35:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,483,E 12 St & 3 Ave,40.73223272,-73.98889957,20973,Subscriber,1959,1
3201,6/1/2016 00:25:31,6/1/2016 01:18:52,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,19770,Subscriber,1967,1
1725,6/1/2016 00:25:33,6/1/2016 00:54:19,515,W 43 St & 10 Ave,40.76009437,-73.99461843,434,9 Ave & W 18 St,40.74317449,-74.00366443,20781,Customer,,0
915,6/1/2016 00:25:42,6/1/2016 00:40:57,263,Elizabeth St & Hester St,40.71729,-73.996375,394,E 9 St & Avenue C,40.72521311,-73.97768752,18495,Subscriber,1969,2
579,6/1/2016 00:24:15,6/1/2016 00:33:55,483,E 12 St & 3 Ave,40.73223272,-73.98889957,519,Pershing Square North,40.751873,-73.977706,20988,Subscriber,1960,1
535,6/1/2016 00:26:03,6/1/2016 00:34:59,265,Stanton St & Chrystie St,40.72229346,-73.99147535,306,Cliff St & Fulton St,40.70823502,-74.00530063,25198,Subscriber,1962,1
1692,6/1/2016 00:26:06,6/1/2016 00:54:19,515,W 43 St & 10 Ave,40.76009437,-73.99461843,434,9 Ave & W 18 St,40.74317449,-74.00366443,20756,Customer,,0
571,6/1/2016 00:26:13,6/1/2016 00:35:44,251,Mott St & Prince St,40.72317958,-73.99480012,150,E 2 St & Avenue C,40.7208736,-73.98085795,18696,Subscriber,1976,1
249,6/1/2016 00:20:32,6/1/2016 00:24:42,466,W 25 St & 6 Ave,40.74395411,-73.99144871,474,5 Ave & E 29 St,40.7451677,-73.98683077,14708,Subscriber,1951,1
1269,6/1/2016 00:26:54,6/1/2016 00:48:04,412,Forsyth St & Canal St,40.7158155,-73.99422366,509,9 Ave & W 22 St,40.7454973,-74.00197139,17439,Subscriber,1954,1
742,6/1/2016 00:27:00,6/1/2016 00:39:23,3140,1 Ave & E 78 St,40.77140426,-73.9535166,441,E 52 St & 2 Ave,40.756014,-73.967416,16344,Subscriber,1966,1
235,6/1/2016 00:27:18,6/1/2016 00:31:14,401,Allen St & Rivington St,40.72019576,-73.98997825,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,24115,Subscriber,1971,1
634,6/1/2016 00:27:45,6/1/2016 00:38:19,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,21646,Subscriber,1989,1
904,6/1/2016 00:27:50,6/1/2016 00:42:54,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,24888,Subscriber,1976,1
1326,6/1/2016 00:27:55,6/1/2016 00:50:02,490,8 Ave & W 33 St,40.751551,-73.993934,422,W 59 St & 10 Ave,40.770513,-73.988038,24802,Subscriber,1979,2
1574,6/1/2016 00:28:14,6/1/2016 00:54:28,531,Forsyth St & Broome St,40.71893904,-73.99266288,3140,1 Ave & E 78 St,40.77140426,-73.9535166,19200,Subscriber,1970,2
417,6/1/2016 00:28:20,6/1/2016 00:35:17,311,Norfolk St & Broome St,40.7172274,-73.98802084,296,Division St & Bowery,40.71413089,-73.9970468,18924,Subscriber,1987,2
399,6/1/2016 00:22:10,6/1/2016 00:28:49,3151,E 81 St & York Ave,40.7728384,-73.94989233,3142,1 Ave & E 62 St,40.7612274,-73.96094022,20161,Subscriber,1974,2
1591,6/1/2016 00:28:43,6/1/2016 00:55:14,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,3162,W 78 St & Broadway,40.78339981,-73.98093133,18405,Subscriber,1982,1
2133,6/1/2016 00:28:44,6/1/2016 01:04:17,2008,Little West St & 1 Pl,40.70569254,-74.01677685,458,11 Ave & W 27 St,40.751396,-74.005226,21622,Subscriber,1994,1
2134,6/1/2016 00:28:45,6/1/2016 01:04:19,2008,Little West St & 1 Pl,40.70569254,-74.01677685,458,11 Ave & W 27 St,40.751396,-74.005226,24795,Subscriber,1995,2
806,6/1/2016 00:28:50,6/1/2016 00:42:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,25291,Subscriber,1987,1
1505,6/1/2016 00:28:57,6/1/2016 00:54:03,525,W 34 St & 11 Ave,40.75594159,-74.0021163,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,17279,Customer,,0
799,6/1/2016 00:29:09,6/1/2016 00:42:28,503,E 20 St & Park Ave,40.73827428,-73.98751968,462,W 22 St & 10 Ave,40.74691959,-74.00451887,14583,Subscriber,1984,1
1489,6/1/2016 00:29:12,6/1/2016 00:54:01,525,W 34 St & 11 Ave,40.75594159,-74.0021163,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,23015,Customer,,0
606,6/1/2016 00:21:28,6/1/2016 00:31:34,457,Broadway & W 58 St,40.76695317,-73.98169333,3145,E 84 St & Park Ave,40.77862688,-73.95772073,15362,Subscriber,1983,1
1243,6/1/2016 00:29:31,6/1/2016 00:50:14,377,6 Ave & Canal St,40.72243797,-74.00566443,388,W 26 St & 10 Ave,40.749717753,-74.002950346,16636,Subscriber,1969,1
396,6/1/2016 00:29:44,6/1/2016 00:36:20,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,247,Perry St & Bleecker St,40.73535398,-74.00483091,18732,Subscriber,1993,1
702,6/1/2016 00:29:48,6/1/2016 00:41:31,285,Broadway & E 14 St,40.73454567,-73.99074142,342,Columbia St & Rivington St,40.71739973,-73.98016555,15400,Subscriber,1968,1
1705,6/1/2016 00:30:09,6/1/2016 00:58:35,247,Perry St & Bleecker St,40.73535398,-74.00483091,3142,1 Ave & E 62 St,40.7612274,-73.96094022,19591,Subscriber,1984,1
767,6/1/2016 00:30:18,6/1/2016 00:43:05,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,293,Lafayette St & E 8 St,40.73028666,-73.9907647,24905,Subscriber,1974,1
266,6/1/2016 00:30:28,6/1/2016 00:34:55,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,25010,Subscriber,1977,1
486,6/1/2016 00:25:16,6/1/2016 00:33:22,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,328,Watts St & Greenwich St,40.72405549,-74.00965965,25041,Subscriber,1995,1
224,6/1/2016 00:30:32,6/1/2016 00:34:17,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,516,E 47 St & 1 Ave,40.75206862,-73.96784384,23397,Subscriber,1992,1
957,6/1/2016 00:30:32,6/1/2016 00:46:29,412,Forsyth St & Canal St,40.7158155,-73.99422366,310,State St & Smith St,40.68926942,-73.98912867,17263,Subscriber,1984,1
718,6/1/2016 00:30:40,6/1/2016 00:42:39,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,368,Carmine St & 6 Ave,40.73038599,-74.00214988,20999,Subscriber,,0
145,6/1/2016 00:30:42,6/1/2016 00:33:07,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,22930,Subscriber,1984,1
312,6/1/2016 00:31:39,6/1/2016 00:36:52,2009,Catherine St & Monroe St,40.71117444,-73.99682619,224,Spruce St & Nassau St,40.71146364,-74.00552427,19924,Subscriber,1962,1
536,6/1/2016 00:31:40,6/1/2016 00:40:37,3099,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,3078,Broadway & Roebling St,40.70925562,-73.95982218,17593,Subscriber,1988,1
824,6/1/2016 00:32:01,6/1/2016 00:45:45,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,22565,Subscriber,1985,1
170,6/1/2016 00:32:24,6/1/2016 00:35:15,254,W 11 St & 6 Ave,40.73532427,-73.99800419,253,W 13 St & 5 Ave,40.73543934,-73.99453948,16334,Subscriber,1994,1
517,6/1/2016 00:32:29,6/1/2016 00:41:06,439,E 4 St & 2 Ave,40.7262807,-73.98978041,295,Pike St & E Broadway,40.71406667,-73.99293911,18709,Subscriber,1989,1
259,6/1/2016 00:32:37,6/1/2016 00:36:56,439,E 4 St & 2 Ave,40.7262807,-73.98978041,326,E 11 St & 1 Ave,40.72953837,-73.98426726,14938,Subscriber,1991,1
351,6/1/2016 00:32:46,6/1/2016 00:38:37,439,E 4 St & 2 Ave,40.7262807,-73.98978041,504,1 Ave & E 15 St,40.73221853,-73.98165557,17855,Subscriber,1991,1
2559,6/1/2016 00:32:53,6/1/2016 01:15:32,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,20745,Customer,,0
1594,6/1/2016 00:33:04,6/1/2016 00:59:38,3168,Central Park West & W 85 St,40.78472675,-73.96961715,326,E 11 St & 1 Ave,40.72953837,-73.98426726,14707,Subscriber,1997,1
2513,6/1/2016 00:33:27,6/1/2016 01:15:21,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,22147,Customer,,0
533,6/1/2016 00:33:30,6/1/2016 00:42:24,402,Broadway & E 22 St,40.7403432,-73.98955109,462,W 22 St & 10 Ave,40.74691959,-74.00451887,25113,Subscriber,1989,2
508,6/1/2016 00:33:32,6/1/2016 00:42:00,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,18468,Subscriber,1988,1
2656,6/1/2016 00:33:34,6/1/2016 01:17:51,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,21353,Customer,,0
483,6/1/2016 00:33:42,6/1/2016 00:41:46,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,382,University Pl & E 14 St,40.73492695,-73.99200509,22688,Subscriber,1992,2
1282,6/1/2016 00:33:43,6/1/2016 00:55:05,3085,Roebling St & N 4 St,40.71469,-73.95739,317,E 6 St & Avenue B,40.72453734,-73.98185424,19584,Subscriber,1991,2
965,6/1/2016 00:33:49,6/1/2016 00:49:54,306,Cliff St & Fulton St,40.70823502,-74.00530063,326,E 11 St & 1 Ave,40.72953837,-73.98426726,23041,Subscriber,1977,1
1731,6/1/2016 00:34:03,6/1/2016 01:02:55,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,439,E 4 St & 2 Ave,40.7262807,-73.98978041,16058,Subscriber,1979,1
1548,6/1/2016 00:34:15,6/1/2016 01:00:03,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,504,1 Ave & E 15 St,40.73221853,-73.98165557,25236,Subscriber,1985,1
259,6/1/2016 00:34:18,6/1/2016 00:38:37,325,E 19 St & 3 Ave,40.73624527,-73.98473765,237,E 11 St & 2 Ave,40.73047309,-73.98672378,20203,Subscriber,1978,1
888,6/1/2016 00:34:21,6/1/2016 00:49:09,532,S 5 Pl & S 4 St,40.710451,-73.960876,295,Pike St & E Broadway,40.71406667,-73.99293911,23527,Subscriber,1991,2
216,6/1/2016 00:34:21,6/1/2016 00:37:57,493,W 45 St & 6 Ave,40.7568001,-73.98291153,477,W 41 St & 8 Ave,40.75640548,-73.9900262,18255,Subscriber,1971,1
1084,6/1/2016 00:34:32,6/1/2016 00:52:36,3080,S 4 St & Rodney St,40.70934,-73.95608,384,Fulton St & Washington Ave,40.683048,-73.964915,24854,Subscriber,1991,1
854,6/1/2016 00:34:43,6/1/2016 00:48:57,532,S 5 Pl & S 4 St,40.710451,-73.960876,295,Pike St & E Broadway,40.71406667,-73.99293911,22948,Subscriber,1980,1
1073,6/1/2016 00:35:21,6/1/2016 00:53:15,312,Allen St & Stanton St,40.722055,-73.989111,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17269,Subscriber,1976,2
1119,6/1/2016 00:35:32,6/1/2016 00:54:11,519,Pershing Square North,40.751873,-73.977706,388,W 26 St & 10 Ave,40.749717753,-74.002950346,20988,Subscriber,1966,2
357,6/1/2016 00:35:45,6/1/2016 00:41:42,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3106,Driggs Ave & N Henry St,40.72325,-73.94308,22403,Subscriber,1991,2
412,6/1/2016 00:36:11,6/1/2016 00:43:03,302,Avenue D & E 3 St,40.72082834,-73.97793172,302,Avenue D & E 3 St,40.72082834,-73.97793172,24995,Subscriber,1961,1
390,6/1/2016 00:36:30,6/1/2016 00:43:00,445,E 10 St & Avenue A,40.72740794,-73.98142006,503,E 20 St & Park Ave,40.73827428,-73.98751968,23323,Subscriber,1996,2
1628,6/1/2016 00:36:30,6/1/2016 01:03:39,516,E 47 St & 1 Ave,40.75206862,-73.96784384,195,Liberty St & Broadway,40.70905623,-74.01043382,22426,Subscriber,1992,1
471,6/1/2016 00:36:30,6/1/2016 00:44:22,3112,Milton St & Franklin St,40.72906,-73.95779,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,17118,Subscriber,1989,1
328,6/1/2016 00:36:46,6/1/2016 00:42:14,483,E 12 St & 3 Ave,40.73223272,-73.98889957,445,E 10 St & Avenue A,40.72740794,-73.98142006,23892,Subscriber,1986,1
700,6/1/2016 00:36:50,6/1/2016 00:48:30,3112,Milton St & Franklin St,40.72906,-73.95779,3094,Graham Ave & Withers St,40.7169811,-73.94485918,18252,Subscriber,1983,1
1023,6/1/2016 00:36:54,6/1/2016 00:53:57,519,Pershing Square North,40.751873,-73.977706,388,W 26 St & 10 Ave,40.749717753,-74.002950346,14943,Subscriber,1969,1
188,6/1/2016 00:36:53,6/1/2016 00:40:02,388,W 26 St & 10 Ave,40.749717753,-74.002950346,388,W 26 St & 10 Ave,40.749717753,-74.002950346,19750,Customer,,0
849,6/1/2016 00:36:56,6/1/2016 00:51:06,475,E 16 St & Irving Pl,40.73524276,-73.98758561,385,E 55 St & 2 Ave,40.75797322,-73.96603308,21963,Subscriber,1979,1
406,6/1/2016 00:36:59,6/1/2016 00:43:45,428,E 3 St & 1 Ave,40.72467721,-73.98783413,174,E 25 St & 1 Ave,40.7381765,-73.97738662,16726,Subscriber,1977,1
320,6/1/2016 00:37:15,6/1/2016 00:42:35,391,Clark St & Henry St,40.69760127,-73.99344559,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,14601,Subscriber,1974,2
370,6/1/2016 00:37:19,6/1/2016 00:43:29,326,E 11 St & 1 Ave,40.72953837,-73.98426726,302,Avenue D & E 3 St,40.72082834,-73.97793172,25366,Subscriber,1991,1
1274,6/1/2016 00:37:25,6/1/2016 00:58:39,254,W 11 St & 6 Ave,40.73532427,-73.99800419,278,Concord St & Bridge St,40.69766564,-73.98476437,21283,Subscriber,1988,1
213,6/1/2016 00:37:43,6/1/2016 00:41:16,482,W 15 St & 7 Ave,40.73935542,-73.99931783,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,22606,Subscriber,1988,1
1889,6/1/2016 00:37:49,6/1/2016 01:09:19,265,Stanton St & Chrystie St,40.72229346,-73.99147535,302,Avenue D & E 3 St,40.72082834,-73.97793172,15461,Subscriber,1967,1
609,6/1/2016 00:38:04,6/1/2016 00:48:14,3092,Berry St & N 8 St,40.7190095,-73.95852515,3108,Nassau Ave & Russell St,40.72557,-73.94434,16117,Subscriber,1984,1
91,6/1/2016 00:38:25,6/1/2016 00:39:57,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,19271,Subscriber,1968,1
536,6/1/2016 00:38:28,6/1/2016 00:47:25,360,William St & Pine St,40.70717936,-74.00887308,329,Greenwich St & N Moore St,40.72043411,-74.01020609,23025,Subscriber,1992,1
349,6/1/2016 00:38:35,6/1/2016 00:44:24,430,York St & Jay St,40.7014851,-73.98656928,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,25406,Subscriber,1960,1
197,6/1/2016 00:38:52,6/1/2016 00:42:09,385,E 55 St & 2 Ave,40.75797322,-73.96603308,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,17175,Subscriber,1986,1
1237,6/1/2016 00:38:52,6/1/2016 00:59:30,450,W 49 St & 8 Ave,40.76227205,-73.98788205,174,E 25 St & 1 Ave,40.7381765,-73.97738662,20868,Subscriber,1995,1
587,6/1/2016 00:39:03,6/1/2016 00:48:50,388,W 26 St & 10 Ave,40.749717753,-74.002950346,480,W 53 St & 10 Ave,40.76669671,-73.99061728,20032,Subscriber,1974,1
318,6/1/2016 00:39:14,6/1/2016 00:44:32,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,3072,Leonard St & Boerum St,40.70583339,-73.94644578,16850,Subscriber,1990,1
697,6/1/2016 00:39:34,6/1/2016 00:51:12,492,W 33 St & 7 Ave,40.75019995,-73.99093085,545,E 23 St & 1 Ave,40.736502,-73.97809472,20939,Subscriber,1990,1
1378,6/1/2016 00:39:42,6/1/2016 01:02:40,523,W 38 St & 8 Ave,40.75466591,-73.99138152,3002,South End Ave & Liberty St,40.711512,-74.015756,23054,Subscriber,1977,2
289,6/1/2016 00:39:43,6/1/2016 00:44:33,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,473,Rivington St & Chrystie St,40.72110063,-73.9919254,18859,Subscriber,1988,1
274,6/1/2016 00:39:47,6/1/2016 00:44:21,483,E 12 St & 3 Ave,40.73223272,-73.98889957,503,E 20 St & Park Ave,40.73827428,-73.98751968,15430,Subscriber,1988,1
667,6/1/2016 00:39:56,6/1/2016 00:51:03,302,Avenue D & E 3 St,40.72082834,-73.97793172,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16635,Subscriber,1991,2
507,6/1/2016 00:39:59,6/1/2016 00:48:27,473,Rivington St & Chrystie St,40.72110063,-73.9919254,445,E 10 St & Avenue A,40.72740794,-73.98142006,15228,Subscriber,1990,2
1496,6/1/2016 00:40:26,6/1/2016 01:05:23,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3177,W 84 St & Broadway,40.7867947,-73.977112,24873,Subscriber,1973,1
892,6/1/2016 00:40:28,6/1/2016 00:55:21,465,Broadway & W 41 St,40.75513557,-73.98658032,461,E 20 St & 2 Ave,40.73587678,-73.98205027,24110,Subscriber,1994,1
940,6/1/2016 00:40:34,6/1/2016 00:56:15,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15692,Subscriber,1963,1
811,6/1/2016 00:40:46,6/1/2016 00:54:18,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,18932,Subscriber,1991,2
742,6/1/2016 00:40:51,6/1/2016 00:53:14,237,E 11 St & 2 Ave,40.73047309,-73.98672378,296,Division St & Bowery,40.71413089,-73.9970468,17722,Subscriber,1978,1
1119,6/1/2016 00:41:14,6/1/2016 00:59:53,224,Spruce St & Nassau St,40.71146364,-74.00552427,3077,Stagg St & Union Ave,40.70877084,-73.95095259,22682,Subscriber,1990,1
297,6/1/2016 00:41:34,6/1/2016 00:46:31,461,E 20 St & 2 Ave,40.73587678,-73.98205027,439,E 4 St & 2 Ave,40.7262807,-73.98978041,25008,Subscriber,1983,1
1425,6/1/2016 00:41:41,6/1/2016 01:05:27,2010,Grand St & Greene St,40.72165481,-74.00234737,3222,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,20602,Subscriber,1987,1
1503,6/1/2016 00:41:42,6/1/2016 01:06:45,2010,Grand St & Greene St,40.72165481,-74.00234737,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,23138,Subscriber,1990,1
4828,6/1/2016 00:42:16,6/1/2016 02:02:44,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,25346,Subscriber,1993,1
1438,6/1/2016 00:42:19,6/1/2016 01:06:18,472,E 32 St & Park Ave,40.7457121,-73.98194829,394,E 9 St & Avenue C,40.72521311,-73.97768752,25348,Subscriber,1982,2
496,6/1/2016 00:42:23,6/1/2016 00:50:39,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,285,Broadway & E 14 St,40.73454567,-73.99074142,18141,Subscriber,1975,1
1259,6/1/2016 00:42:30,6/1/2016 01:03:30,328,Watts St & Greenwich St,40.72405549,-74.00965965,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,21569,Subscriber,1980,2
3232,6/1/2016 00:42:30,6/1/2016 01:36:23,249,Harrison St & Hudson St,40.71870987,-74.0090009,319,Fulton St & Broadway,40.711066,-74.009447,21354,Subscriber,1974,1
554,6/1/2016 00:42:37,6/1/2016 00:51:51,368,Carmine St & 6 Ave,40.73038599,-74.00214988,402,Broadway & E 22 St,40.7403432,-73.98955109,17252,Subscriber,1990,1
386,6/1/2016 00:42:41,6/1/2016 00:49:08,3112,Milton St & Franklin St,40.72906,-73.95779,3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,24999,Customer,,0
392,6/1/2016 00:42:45,6/1/2016 00:49:18,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,3140,1 Ave & E 78 St,40.77140426,-73.9535166,25010,Subscriber,1990,1
424,6/1/2016 00:43:59,6/1/2016 00:51:03,478,11 Ave & W 41 St,40.76030096,-73.99884222,492,W 33 St & 7 Ave,40.75019995,-73.99093085,22273,Subscriber,1970,1
176,6/1/2016 00:44:10,6/1/2016 00:47:07,515,W 43 St & 10 Ave,40.76009437,-73.99461843,495,W 47 St & 10 Ave,40.76269882,-73.99301222,21310,Subscriber,,0
776,6/1/2016 00:44:29,6/1/2016 00:57:25,326,E 11 St & 1 Ave,40.72953837,-73.98426726,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19682,Subscriber,1990,1
213,6/1/2016 00:44:49,6/1/2016 00:48:22,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,279,Peck Slip & Front St,40.707873,-74.00167,19140,Subscriber,1981,1
132,6/1/2016 00:45:01,6/1/2016 00:47:13,515,W 43 St & 10 Ave,40.76009437,-73.99461843,495,W 47 St & 10 Ave,40.76269882,-73.99301222,14862,Subscriber,1980,1
809,6/1/2016 00:45:07,6/1/2016 00:58:36,368,Carmine St & 6 Ave,40.73038599,-74.00214988,476,E 31 St & 3 Ave,40.74394314,-73.97966069,20999,Subscriber,,0
662,6/1/2016 00:45:10,6/1/2016 00:56:12,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,20839,Subscriber,1989,2
15440,6/1/2016 00:45:18,6/1/2016 05:02:38,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,150,E 2 St & Avenue C,40.7208736,-73.98085795,14973,Subscriber,1986,1
1916,6/1/2016 00:45:25,6/1/2016 01:17:22,2010,Grand St & Greene St,40.72165481,-74.00234737,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,23792,Subscriber,,0
496,6/1/2016 00:45:57,6/1/2016 00:54:13,453,W 22 St & 8 Ave,40.74475148,-73.99915362,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,19262,Subscriber,1978,1
451,6/1/2016 00:46:02,6/1/2016 00:53:34,509,9 Ave & W 22 St,40.7454973,-74.00197139,514,12 Ave & W 40 St,40.76087502,-74.00277668,25360,Subscriber,1983,1
3803,6/1/2016 00:46:01,6/1/2016 01:49:25,249,Harrison St & Hudson St,40.71870987,-74.0090009,329,Greenwich St & N Moore St,40.72043411,-74.01020609,20977,Customer,,0
474,6/1/2016 00:46:03,6/1/2016 00:53:58,453,W 22 St & 8 Ave,40.74475148,-73.99915362,285,Broadway & E 14 St,40.73454567,-73.99074142,16457,Subscriber,1978,1
1182,6/1/2016 00:46:11,6/1/2016 01:05:53,382,University Pl & E 14 St,40.73492695,-73.99200509,423,W 54 St & 9 Ave,40.76584941,-73.98690506,22688,Subscriber,1985,1
170,6/1/2016 00:46:31,6/1/2016 00:49:21,3088,Union Ave & Jackson St,40.7160751,-73.952029,3082,Hope St & Union Ave,40.71167351,-73.95141312,18724,Subscriber,1988,1
237,6/1/2016 00:46:40,6/1/2016 00:50:38,316,Fulton St & William St,40.70955958,-74.00653609,304,Broadway & Battery Pl,40.70463334,-74.01361706,15163,Subscriber,1995,1
491,6/1/2016 00:46:46,6/1/2016 00:54:58,527,E 33 St & 2 Ave,40.744023,-73.976056,402,Broadway & E 22 St,40.7403432,-73.98955109,24973,Subscriber,1976,1
843,6/1/2016 00:46:45,6/1/2016 01:00:48,453,W 22 St & 8 Ave,40.74475148,-73.99915362,480,W 53 St & 10 Ave,40.76669671,-73.99061728,24296,Subscriber,1986,1
718,6/1/2016 00:44:55,6/1/2016 00:56:53,482,W 15 St & 7 Ave,40.73935542,-73.99931783,393,E 5 St & Avenue C,40.72299208,-73.97995466,22933,Subscriber,1992,1
107,6/1/2016 00:47:35,6/1/2016 00:49:22,469,Broadway & W 53 St,40.76344058,-73.98268129,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,22397,Subscriber,1984,1
655,6/1/2016 00:48:54,6/1/2016 00:59:50,496,E 16 St & 5 Ave,40.73726186,-73.99238967,536,1 Ave & E 30 St,40.74144387,-73.97536082,17409,Subscriber,1991,1
